pmid,year,journal,title,decision,stage,rule_id,detail,flags
33323708,2020,"Asia-Pacific journal of ophthalmology (Philadelphia, Pa.)",Determining Progression in Ectatic Corneal Disease.,keep,keep,keep.content,signal='cross-link' ophth='Ectatic',ophthalmology_journal
33316263,2020,Experimental eye research,Update on the genetics of keratoconus.,keep,keep,keep.content,signal='CXL' ophth='keratocon',ophthalmology_journal;cxl_signal_in_keywords_only
33298778,2021,Journal of cataract and refractive surgery,Results of intrastromal corneal ring segment implanted alone or combined with same-day corneal crosslinking and their correlation with preoperative corneal biomechanical strain from finite element ana,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
33295997,2020,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal Cross-linking for Progressive Keratoconus: Up to 13 Years of Follow-up.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
33288782,2020,Scientific reports,Deciphering the mechanoresponsive role of β-catenin in keratoconus epithelium.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',
33279597,2020,Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus,Corneal collagen cross-linking in pediatric keratoconus with three protocols: a systematic review and meta-analysis.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
33264161,2021,Cornea,"Cool Crosslinking: Riboflavin at 4°C for Pain Management After Crosslinking for Keratoconus Patients, A Randomized Clinical Trial.",keep,keep,keep.content,signal='Crosslink' ophth='Riboflavin',ophthalmology_journal
33259405,2020,Journal of cataract and refractive surgery,Ex vivo photoactivated chromophore for keratitis-corneal crosslinking on inverted graft: new approach to manage interface infectious keratitis after deep anterior lamellar keratoplasty.,keep,keep,keep.content,signal='photoactivated chromophore' ophth='keratitis',ophthalmology_journal
33252568,2021,Journal of cataract and refractive surgery,Systemic supplemental oxygen therapy during accelerated corneal crosslinking for progressive keratoconus: randomized clinical trial.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
33231276,2020,Klinische Monatsblatter fur Augenheilkunde,"In vivo Histology of the Cornea - from the ""Rostock Cornea Module"" to the ""Rostock Electronic Slit Lamp"" - a Clinical ""Proof of Concept"" Study.",keep,keep,keep.content,signal='CXL' ophth='Cornea',ophthalmology_journal
33229708,2020,Indian journal of ophthalmology,Management of infectious keratitis following uneventful small-incision lenticule extraction using a multimodal approach - A case report.,keep,keep,keep.content,signal='photoactivated chromophore' ophth='keratitis',ophthalmology_journal
33229669,2020,Indian journal of ophthalmology,Short-term changes in topometric indices after discontinuation of rigid gas permeable lens wear in keratoconic eyes.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
33229657,2020,Indian journal of ophthalmology,Advanced epithelial mapping for refractive surgery.,keep,keep,keep.content,signal='crosslink' ophth='epitheli',ophthalmology_journal
33229656,2020,Indian journal of ophthalmology,"Keratitis following laser refractive surgery: Clinical spectrum, prevention and management.",keep,keep,keep.content,signal='cross-link' ophth='Keratitis',ophthalmology_journal
33229652,2020,Indian journal of ophthalmology,Contact lens assisted corneal cross linking in thin ectatic corneas - A review.,keep,keep,keep.content,signal='cross link' ophth='cornea',ophthalmology_journal
33229651,2020,Indian journal of ophthalmology,Corneal cross-linking (CXL) combined with refractive surgery for the comprehensive management of keratoconus: CXL plus.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
33229650,2020,Indian journal of ophthalmology,"Refractive surgery with simultaneous collagen cross-linking for borderline corneas - A review of different techniques, their protocols and clinical outcomes.",keep,keep,keep.content,signal='cross-link' ophth='Refractive',ophthalmology_journal
33229645,2020,Indian journal of ophthalmology,Topography-guided treatment in regular and irregular corneas.,keep,keep,keep.content,signal='cross-link' ophth='Topograph',ophthalmology_journal
33229643,2020,Indian journal of ophthalmology,A review of corneal biomechanics: Mechanisms for measurement and the implications for refractive surgery.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal;cxl_signal_in_keywords_only
33227242,2020,American journal of ophthalmology,Oxygen Kinetics During Corneal Cross-linking With and Without Supplementary Oxygen.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
33214946,2020,Cureus,Bridging the Gap: A Novel Application of Corneal Collagen Cross-Linking in Treating Recurrent Corneal Erosions Secondary to Wound Gaping After Astigmatic Keratotomy.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',
33210975,2021,Journal of medical economics,Corneal cross-linking versus conventional management for keratoconus: a lifetime economic model.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',
33196569,2021,Journal of cataract and refractive surgery,Comparison of pulsed and continuous accelerated corneal crosslinking for keratoconus: 1-year results at a single center.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
33196151,2020,Acta ophthalmologica,Prevalence and incidence of keratoconus in Norway: a nationwide register study.,keep,keep,keep.content,signal='CXL' ophth='keratocon',ophthalmology_journal;cxl_signal_in_keywords_only
33196146,2020,Acta ophthalmologica,Treatment effect with 2 photorefractive intrastromal cross-linking protocols in low-grade myopia through 24-month follow-up.,keep,keep,keep.content,signal='cross-link' ophth='photorefractive',ophthalmology_journal
33183087,2020,European journal of ophthalmology,Comparison between three protocols of corneal collagen crosslinking in adults with progressive keratoconus: Standard versus accelerated CXL for keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
33181627,2021,Journal of cataract and refractive surgery,Evaluating keratoconus progression prior to crosslinking: maximum keratometry vs the ABCD grading system.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
33177802,2020,"Clinical ophthalmology (Auckland, N.Z.)","Long-Term Visual, Refractive and Topographic Outcomes of ""Epi-off"" Corneal Collagen Cross-Linking in Pediatric Keratoconus: Standard versus Accelerated Protocol.",keep,keep,keep.content,signal='Epi-off' ophth='Refractive',ophthalmology_journal
33171194,2020,Experimental eye research,The biology of corneal cross-linking derived from ultraviolet light and riboflavin.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
33170280,2020,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Accelerated Epithelium-off Corneal Cross-linking With High Ultraviolet Energy Dose (7.2 J/cm2) for Progressive Keratoconus: 2-Year Results in a Chinese Population.,keep,keep,keep.content,signal='Epithelium-off' ophth='Epitheli',ophthalmology_journal
33170279,2020,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Efficacy and Safety of Accelerated Corneal Cross-linking for Progressive Keratoconus: A 5-Year Follow-up Study.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
33156077,2021,Cornea,Comparison of Corneal Biomechanical Properties and Corneal Tomography Between Customized and Accelerated Corneal Crosslinking in Eyes with Keratoconus.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
33149067,2020,Journal of cataract and refractive surgery,Brillouin microscopic depth-dependent analysis of corneal crosslinking performed over or under the LASIK flap.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
33148465,2020,The ocular surface,Management of corneal complications in vernal keratoconjunctivitis: A review.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
33147249,2020,PloS one,Experimental evaluation of stiffening effect induced by UVA/Riboflavin corneal cross-linking using intact porcine eye globes.,keep,keep,keep.content,signal='UVA' ophth='UVA',
33135484,2020,European journal of ophthalmology,Corneal flattening following collagen crosslinking for keratoconus: Findings at 5-year follow-up.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal
33133439,2020,Journal of ophthalmic & vision research,MyoRing Implantation with and without Corneal Collagen Crosslinking for the Management of Keratoconus.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
33103812,2020,Xenotransplantation,Deep anterior lamellar keratoplasty with cross-linked acellular porcine corneal stroma to manage fungal keratitis.,exclude,manual,manual.exclude,"DALK with cross-linked acellular porcine corneal stroma; graft-material crosslinking, not CXL [Claude-proposed 2026-09-10]",
33092399,2020,European journal of ophthalmology,Reduced fluence corneal cross-linking in mild to moderate keratoconus: One year-follow-up.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
33079921,2021,Cornea,Cross-Linking Assisted Infection Reduction (CLAIR): A Randomized Clinical Trial Evaluating the Effect of Adjuvant Cross-Linking on Bacterial Keratitis.,keep,keep,keep.content,signal='Cross-Link' ophth='Keratitis',ophthalmology_journal
33079919,2021,Cornea,Association of Collagen Gene (COL4A3) rs55703767 Variant With Response to Riboflavin/Ultraviolet A-Induced Collagen Cross-Linking in Female Patients With Keratoconus.,keep,keep,keep.content,signal='Riboflavin' ophth='Riboflavin',ophthalmology_journal
33079917,2021,Cornea,Comparison of Visual and Tomographic Outcomes of Epithelium-On and Epithelium-Off Accelerated Corneal Crosslinking: A Longitudinal Study.,keep,keep,keep.content,signal='Epithelium-On' ophth='Tomograph',ophthalmology_journal
33078105,2020,International journal of ophthalmology,Three-year follow-up in advanced pediatric keratoconus: thin corneas may not have pachymetry properly assessed after crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
33063982,2020,Vestnik oftalmologii,[Methods of surgical treatment of keratectasia and analysis of postsurgical quality of vision].,keep,keep,keep.content,signal='cross-link' ophth='keratectasia',ophthalmology_journal
33063979,2020,Vestnik oftalmologii,[Modern options for non-surgical correction of keratoconus].,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
33063976,2020,Vestnik oftalmologii,[The effects of corneal collagen cross-linking on the corneal structure in keratoconus].,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
33061271,2020,"Clinical ophthalmology (Auckland, N.Z.)",Three-Year Outcomes of Simultaneous Accelerated Corneal Crosslinking and Femto-LASIK for the Treatment of High Myopia in Asian Eyes.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
33058750,2020,Journal of biomaterials science. Polymer edition,Hyaluronic acid and graphene oxide loaded silicon contact lens for corneal epithelial healing.,exclude,journal,journal.biomaterials,biomaterial,
33049990,2020,Journal of clinical medicine,"Visual and Topographic Improvement with Epithelium-On, Oxygen-Supplemented, Customized Corneal Cross-Linking for Progressive Keratoconus.",keep,keep,keep.content,signal='Epithelium-On' ophth='Topograph',
33034364,2020,"Journal of refractive surgery (Thorofare, N.J. : 1995)","A Simple Calculator to Decide UVA ""On"" Time for Cross-linking of Thin Keratoconic Corneas (< 400 µm).",keep,keep,keep.content,signal='UVA' ophth='UVA',ophthalmology_journal;no_abstract
33031809,2020,Ophthalmology,Cross-Linking Assisted Infection Reduction: One-year Follow-up of a Randomized Clinical Trial Evaluating Cross-Linking for Fungal Keratitis.,keep,keep,keep.content,signal='Cross-Link' ophth='Keratitis',ophthalmology_journal;no_abstract
33031216,2021,Cornea,"Letter to the Editor: ""Prospective Clinical Study of Keratoconus Progression in Patients Awaiting Corneal Cross-Linking"".",keep,keep,keep.content,signal='Cross-Link' ophth='Keratocon',ophthalmology_journal;no_abstract
33029700,2020,Ophthalmology and therapy,"Post-FDA Approval Results of Epithelium-Off, Full-Fluence, Dresden Protocol Corneal Collagen Crosslinking in the USA.",keep,keep,keep.content,signal='Epithelium-Off' ophth='Epitheli',ophthalmology_journal
33017120,2020,Cornea,Randomized Control Trial on the Effectiveness of Collagen Cross-linking on Bullous Keratopathy.,keep,keep,keep.content,signal='Cross-link' ophth='keratocon',ophthalmology_journal
